,pono,pono.level,vuosi,nimi,he_kika,ra_ke,ra_raky,ra_muut,ra_asrak,ra_asunn,ra_as_kpa,ra_pt_as,ra_kt_as,tp_tyopy,tp_alku_a,tp_jalo_bf,tp_palv_gu,tr_mtu,te_takk,te_as_valj,he_naiset,hr_hy_tul,hr_ke_tul,hr_ovy,hr_pi_tul,pt_0_14,pt_elakel,pt_opisk,pt_tyoll,pt_tyott,pt_tyovu,te_aik,te_eil_np,te_elak,te_laps,te_nuor,te_omis_as,te_vuok_as,tr_hy_tul,tr_ke_tul,tr_pi_tul,rakennukset_bin,hinta,naiset_bin,yliopistot,amk
243,04240,5,2018,Talma,41.0,30.0,607.0,86.0,521.0,508.0,116.4,508.0,0.0,238.0,9.0,80.0,149.0,51359.0,2.6,45.0,592.0,0.336263736263736,0.510989010989011,27880.8967032967,0.152747252747253,0.197674418604651,0.174418604651163,0.0705980066445183,0.500830564784053,0.0348837209302326,0.464285714285714,0.419491525423729,0.0148305084745763,0.264830508474576,0.326271186440678,0.00635593220338983,0.927966101694915,0.0550847457627119,0.355460385438972,0.537473233404711,0.107066381156317,0,1803,0,0,0
244,07830,5,2018,Pukaro,45.0,57.0,202.0,28.0,174.0,146.0,100.9,146.0,0.0,127.0,42.0,28.0,57.0,35950.0,2.2,47.7,127.0,0.191489361702128,0.582978723404255,25208.7617021277,0.225531914893617,0.13448275862069,0.258620689655172,0.0793103448275862,0.427586206896552,0.0758620689655172,0.496551724137931,0.4375,0.0234375,0.328125,0.234375,0.0390625,0.890625,0.078125,0.176923076923077,0.630769230769231,0.192307692307692,0,1157,0,0,0
245,04260,5,2018,Savio,40.0,9.0,1220.0,100.0,1120.0,3232.0,74.5,1465.0,1767.0,1471.0,4.0,417.0,1050.0,35924.0,2.1,36.2,3207.0,0.237557928672174,0.617973000201491,24742.4757203304,0.144469071126335,0.176667730609639,0.186881583147143,0.0654324928183849,0.473188637089052,0.0654324928183849,0.461378870092563,0.528871391076115,0.0390419947506562,0.230643044619423,0.24507874015748,0.106955380577428,0.625,0.36253280839895,0.209413369713506,0.614597544338336,0.175989085948158,1,1969,1,0,0
246,04300,5,2018,Hyrylä,41.0,80.0,2544.0,569.0,1975.0,4970.0,87.0,2881.0,2089.0,5784.0,11.0,1756.0,4016.0,39310.0,2.2,40.1,5256.0,0.307731241300772,0.550550423889662,28004.2176388713,0.141718334809566,0.193247056534008,0.213583730660699,0.0662644740683079,0.461029483312251,0.0433978787583925,0.495572637929357,0.430720338983051,0.0218220338983051,0.29385593220339,0.278389830508475,0.0644067796610169,0.628177966101695,0.354449152542373,0.283365779796669,0.581008003460956,0.135626216742375,2,2373,1,0,0
247,05100,5,2018,Röykkä,38.0,207.0,842.0,82.0,760.0,942.0,105.4,878.0,64.0,275.0,25.0,67.0,183.0,48185.0,2.6,42.0,1134.0,0.299940369707812,0.549194991055456,26286.4150268336,0.150864639236732,0.236535975872469,0.147781128823783,0.0641964670400689,0.475657044377424,0.0521327014218009,0.472210254200776,0.429522752497225,0.0199778024417314,0.229744728079911,0.3496115427303,0.0221975582685905,0.86015538290788,0.11542730299667,0.27752808988764,0.595505617977528,0.126966292134831,1,1787,0,0,0
248,04310,5,2018,Tuusula Keskus,41.0,20.0,810.0,116.0,694.0,1097.0,106.1,930.0,167.0,771.0,2.0,162.0,607.0,51367.0,2.4,44.4,1356.0,0.377646479566716,0.471688823239783,33805.1964549483,0.150664697193501,0.188182160331201,0.213774934136244,0.0745201354911554,0.453142642077531,0.0338727888596161,0.512984569062853,0.419788664745437,0.0355427473583093,0.266090297790586,0.317963496637848,0.0537944284341979,0.791546589817483,0.18924111431316,0.421965317919075,0.47495183044316,0.103082851637765,0,2434,0,0,0
249,04320,5,2018,Riihikallio,40.0,3.0,925.0,66.0,859.0,2411.0,83.1,1272.0,1139.0,675.0,11.0,107.0,557.0,40303.0,2.2,38.7,2413.0,0.283039058319957,0.582932049224184,26932.6118245051,0.134028892455859,0.188330564784053,0.201619601328904,0.0668604651162791,0.4671926910299,0.0512873754152824,0.481519933554817,0.466787166741979,0.0307275192046995,0.25982828739268,0.276999548124718,0.0641662901039313,0.68504292815183,0.302756439222775,0.262940907008704,0.604672469079249,0.132386623912048,1,2020,0,0,0
250,04330,5,2018,Lahela,35.0,7.0,735.0,63.0,672.0,853.0,118.7,837.0,16.0,151.0,8.0,42.0,101.0,60603.0,2.8,42.2,1160.0,0.453115166771554,0.432347388294525,32928.5424795469,0.114537444933921,0.255975662755324,0.0990873533246415,0.0769230769230769,0.521512385919166,0.0308561495002173,0.447631464580617,0.373317013463892,0.0318237454100367,0.165238678090575,0.462668298653611,0.01468788249694,0.927784577723378,0.0587515299877601,0.456226880394575,0.488286066584464,0.0554870530209618,0,2286,0,0,0
251,04340,5,2018,Mattila,39.0,3.0,573.0,43.0,530.0,1051.0,89.9,660.0,391.0,210.0,1.0,39.0,170.0,43380.0,2.3,40.1,1111.0,0.318548387096774,0.542626728110599,27835.7476958525,0.138824884792627,0.194982394366197,0.170774647887324,0.0717429577464789,0.500880281690141,0.0378521126760563,0.461267605633803,0.480081716036772,0.0326864147088866,0.228804902962206,0.296220633299285,0.0817160367722165,0.823289070480082,0.167517875383044,0.321100917431193,0.560652395514781,0.118246687054027,0,1908,0,0,0
252,04350,5,2018,Nahkela,43.0,23.0,258.0,40.0,218.0,213.0,130.7,213.0,0.0,59.0,11.0,15.0,33.0,53946.0,2.6,49.4,244.0,0.368811881188119,0.455445544554455,28354.7896039604,0.175742574257426,0.168604651162791,0.203488372093023,0.0755813953488372,0.492248062015504,0.0329457364341085,0.474806201550388,0.390862944162437,0.0050761421319797,0.309644670050761,0.319796954314721,0.0050761421319797,0.974619289340102,0.0101522842639594,0.38659793814433,0.505154639175258,0.108247422680412,0,1740,0,0,0
253,04360,5,2018,Ruotsinkylä-Kiilinmäki,41.0,36.0,683.0,193.0,490.0,501.0,114.5,501.0,0.0,2268.0,5.0,852.0,1411.0,47350.0,2.6,44.3,583.0,0.303571428571429,0.536764705882353,26819.7615546218,0.159663865546218,0.196328810853951,0.180367118914605,0.0726256983240224,0.480446927374302,0.043096568236233,0.476456504389465,0.416317991631799,0.0104602510460251,0.294979079497908,0.307531380753138,0.0188284518828452,0.878661087866109,0.0857740585774059,0.320675105485232,0.569620253164557,0.109704641350211,0,1812,0,0,0
254,04370,5,2018,Rusutjärvi,41.0,157.0,381.0,53.0,328.0,319.0,121.3,319.0,0.0,122.0,5.0,53.0,64.0,53621.0,2.7,47.0,382.0,0.345575959933222,0.499165275459099,28963.4607679466,0.155258764607679,0.2075,0.16875,0.06875,0.49625,0.02875,0.475,0.391304347826087,0.0133779264214047,0.297658862876254,0.327759197324415,0.0100334448160535,0.94314381270903,0.0267558528428094,0.369127516778524,0.530201342281879,0.100671140939597,0,1809,0,0,0
255,04380,5,2018,Tuomala,41.0,10.0,284.0,43.0,241.0,241.0,132.0,238.0,3.0,92.0,12.0,9.0,71.0,52603.0,2.6,51.6,298.0,0.345372460496614,0.460496613995485,29651.8103837472,0.194130925507901,0.193162393162393,0.203418803418803,0.100854700854701,0.456410256410256,0.0239316239316239,0.51965811965812,0.381578947368421,0.0131578947368421,0.31140350877193,0.333333333333333,0.0263157894736842,0.912280701754386,0.0570175438596491,0.366515837104072,0.53393665158371,0.0995475113122172,0,1766,0,0,0
256,04390,5,2018,Jäniksenlinna,39.0,45.0,229.0,23.0,206.0,201.0,118.8,201.0,0.0,82.0,8.0,42.0,32.0,52199.0,2.6,47.2,225.0,0.351032448377581,0.525073746312684,28685.0973451327,0.123893805309735,0.232704402515723,0.180293501048218,0.0775681341719078,0.467505241090147,0.0230607966457023,0.509433962264151,0.369565217391304,0.0271739130434783,0.309782608695652,0.326086956521739,0.016304347826087,0.96195652173913,0.0108695652173913,0.355191256830601,0.519125683060109,0.12568306010929,0,1767,0,0,0
257,05440,5,2018,Hyvinkää,28.0,1.0,176.0,15.0,161.0,169.0,133.3,169.0,0.0,28.0,0.0,20.0,8.0,64495.0,3.2,42.2,250.0,0.464285714285714,0.468253968253968,31957.4761904762,0.0674603174603175,0.326582278481013,0.0708860759493671,0.0430379746835443,0.518987341772152,0.0379746835443038,0.443037974683544,0.277777777777778,0.0679012345679012,0.0864197530864197,0.635802469135803,0.0,0.975308641975309,0.0185185185185185,0.448,0.504,0.048,0,1565,0,0,0
258,04400,5,2018,Loutti,43.0,6.0,1514.0,191.0,1323.0,5796.0,72.1,1761.0,4035.0,3694.0,3.0,139.0,3550.0,31839.0,1.8,39.6,5220.0,0.243743199129489,0.610083424011607,25117.0626284609,0.146173376858905,0.124782118322567,0.266379575515226,0.0677740182507946,0.463754742130626,0.0542397211114529,0.482005536757921,0.515252976190476,0.052641369047619,0.317150297619048,0.170572916666667,0.13374255952381,0.628534226190476,0.34858630952381,0.225473644719565,0.585631213655974,0.188895141624461,1,2423,1,0,0
259,04410,5,2018,Järvenpää Keskus,40.0,3.0,1691.0,172.0,1519.0,5650.0,72.6,2464.0,3186.0,3267.0,1.0,392.0,2874.0,34129.0,2.0,36.8,5443.0,0.234351337708228,0.61673397274104,24197.7651438667,0.148914689550732,0.175032302951993,0.218765530265381,0.073352549448365,0.445084981612166,0.0602325812543485,0.494682437133486,0.500869901411173,0.0527740189445196,0.271602551710806,0.230040595399188,0.106127972163155,0.574521554223855,0.41078677749855,0.203534430225472,0.603696932764574,0.192768637009953,2,2195,1,0,0
260,04420,5,2018,Kyrölä,39.0,3.0,836.0,39.0,797.0,1709.0,87.3,1581.0,128.0,329.0,1.0,58.0,270.0,47077.0,2.3,37.2,1982.0,0.327385037748799,0.536032944406314,27445.9886753603,0.136582017844887,0.196372239747634,0.158517350157729,0.0694006309148265,0.509989484752892,0.0415352260778128,0.448475289169295,0.481957186544342,0.0446483180428135,0.226299694189602,0.297247706422018,0.0568807339449541,0.853822629969419,0.125993883792049,0.323067253299811,0.597737272155877,0.0791954745443118,1,2312,0,0,0
261,21650,5,2018,Lillandet,50.0,1048.0,368.0,89.0,279.0,245.0,110.3,239.0,6.0,74.0,45.0,10.0,19.0,33918.0,2.1,53.2,205.0,0.222222222222222,0.492063492063492,27190.1507936508,0.285714285714286,0.114606741573034,0.330337078651685,0.049438202247191,0.447191011235955,0.0157303370786517,0.537078651685393,0.445497630331754,0.00947867298578199,0.407582938388626,0.151658767772512,0.00947867298578199,0.900473933649289,0.0616113744075829,0.265116279069767,0.465116279069767,0.269767441860465,0,1147,0,0,0
262,04430,5,2018,Kinnari-Mikonkorpi,39.0,18.0,2179.0,187.0,1992.0,4009.0,90.9,3256.0,753.0,1321.0,2.0,379.0,940.0,45991.0,2.3,39.0,4651.0,0.326618705035971,0.538561151079137,27700.0225899281,0.134820143884892,0.191957342812708,0.158853588091535,0.0708731393023772,0.515107753832482,0.0413241501888469,0.443568095978671,0.469371930731455,0.0457482553631429,0.231584388730938,0.303437580770225,0.055052985267511,0.760661669682088,0.22538123546136,0.323353293413174,0.57406925279875,0.102577453788076,2,2552,1,0,0
263,04440,5,2018,Jamppa,40.0,0.0,946.0,229.0,717.0,2529.0,70.4,992.0,1537.0,2200.0,1.0,1540.0,659.0,27971.0,1.9,37.5,2220.0,0.18135273511183,0.632983023443816,22369.0272163837,0.185664241444355,0.163220892274211,0.210010881392818,0.079651795429815,0.406093579978237,0.102285092491839,0.491621327529924,0.548821548821549,0.0286195286195286,0.22979797979798,0.22516835016835,0.135942760942761,0.452441077441077,0.531986531986532,0.152073732718894,0.5609551738584,0.286971093422706,0,1645,0,0,0
264,04460,5,2018,Nummenkylä,34.0,1.0,455.0,18.0,437.0,809.0,93.1,715.0,94.0,124.0,1.0,46.0,77.0,46894.0,2.5,37.7,942.0,0.329963898916968,0.543682310469314,27352.3465703971,0.126353790613718,0.249232343909928,0.0926305015353122,0.0655066530194473,0.518935516888434,0.0470829068577277,0.433981576253838,0.474874371859296,0.0590452261306533,0.134422110552764,0.39321608040201,0.071608040201005,0.701005025125628,0.295226130653266,0.299354838709677,0.566451612903226,0.134193548387097,0,2328,0,0,0
265,04480,5,2018,Haarajoki,34.0,95.0,921.0,123.0,798.0,865.0,117.3,835.0,30.0,352.0,7.0,88.0,257.0,55546.0,3.0,39.6,1199.0,0.374538745387454,0.480934809348093,28394.7140221402,0.144526445264453,0.28308070462925,0.114297419090537,0.0729209340434248,0.474805407619828,0.0311347808275297,0.494059811552642,0.341523341523342,0.0245700245700246,0.197788697788698,0.471744471744472,0.0184275184275184,0.899262899262899,0.0810810810810811,0.340346534653465,0.580445544554455,0.0792079207920792,1,1898,0,0,0
266,04500,5,2018,Kellokoski,37.0,44.0,2025.0,266.0,1759.0,2573.0,98.7,2100.0,473.0,1682.0,10.0,360.0,1312.0,44950.0,2.5,39.9,3012.0,0.295024526979678,0.563419761737912,25937.3620649381,0.141555711282411,0.233591383372602,0.15920565466173,0.0730393806799058,0.465331538202625,0.0472904745876809,0.487377987209694,0.413980745081624,0.0192549183758895,0.236082042695689,0.357890330682294,0.0401841774801172,0.785265801590624,0.195897865215571,0.264135021097046,0.592827004219409,0.143037974683544,2,1974,1,0,0
267,04530,5,2018,Ohkola,38.0,61.0,430.0,55.0,375.0,356.0,119.8,356.0,0.0,102.0,10.0,30.0,62.0,46536.0,2.7,44.5,448.0,0.273556231003039,0.574468085106383,25576.8829787234,0.151975683890578,0.238870792616721,0.180238870792617,0.0705754614549403,0.458197611292074,0.0325732899022801,0.509229098805646,0.387755102040816,0.0145772594752187,0.271137026239067,0.346938775510204,0.0262390670553936,0.97667638483965,0.0116618075801749,0.254385964912281,0.619883040935672,0.125730994152047,0,1637,0,0,0
268,21660,5,2018,Nauvo Keskus,48.0,953.0,531.0,133.0,398.0,511.0,91.4,474.0,37.0,274.0,12.0,47.0,215.0,31612.0,1.9,50.0,392.0,0.219745222929936,0.568471337579618,25793.9681528662,0.211783439490446,0.129506008010681,0.343124165554072,0.0627503337783712,0.401869158878505,0.0347129506008011,0.563417890520694,0.397932816537468,0.0284237726098191,0.439276485788114,0.170542635658915,0.0439276485788114,0.741602067183463,0.227390180878553,0.204244031830239,0.546419098143236,0.249336870026525,0,1349,0,0,0
269,04600,5,2018,Mäntsälä Keskus,42.0,30.0,2569.0,447.0,2122.0,4821.0,82.8,3030.0,1791.0,3316.0,32.0,496.0,2788.0,32795.0,2.1,40.6,4862.0,0.209031721845131,0.630558249064967,23549.0797894445,0.160410029089902,0.182484900776531,0.257657463330457,0.065358067299396,0.424827437446074,0.0443270060396894,0.530845556514236,0.421338155515371,0.0316455696202532,0.338607594936709,0.243218806509946,0.0680379746835443,0.678119349005425,0.298146473779385,0.175125743026978,0.601737540009145,0.223136716963877,2,1848,1,0,0
270,04620,5,2018,Kaunismäki,32.0,15.0,572.0,69.0,503.0,777.0,106.5,625.0,152.0,179.0,2.0,58.0,119.0,53089.0,2.8,38.7,1039.0,0.40568271507498,0.479873717442778,29114.4419889503,0.114443567482242,0.30879345603272,0.0736196319018405,0.0705521472392638,0.494887525562372,0.0347648261758691,0.470347648261759,0.420054200542005,0.0365853658536585,0.124661246612466,0.457994579945799,0.0758807588075881,0.813008130081301,0.14769647696477,0.327380952380952,0.571428571428571,0.101190476190476,0,2068,0,0,0
271,07840,5,2018,Lindkoski,44.0,21.0,134.0,13.0,121.0,100.0,123.6,100.0,0.0,54.0,37.0,4.0,13.0,34664.0,2.3,53.4,102.0,0.228395061728395,0.580246913580247,24357.3086419753,0.191358024691358,0.169082125603865,0.251207729468599,0.0676328502415459,0.434782608695652,0.0579710144927536,0.507246376811594,0.384615384615385,0.0,0.384615384615385,0.263736263736264,0.032967032967033,0.945054945054945,0.010989010989011,0.255555555555556,0.466666666666667,0.277777777777778,0,1145,0,0,0
272,04630,5,2018,Sääksjärvi,40.0,132.0,455.0,62.0,393.0,365.0,116.8,365.0,0.0,87.0,21.0,18.0,48.0,39878.0,2.6,45.1,418.0,0.237730061349693,0.50920245398773,23448.8849693252,0.253067484662577,0.193401592718999,0.182025028441411,0.0989761092150171,0.42320819112628,0.0625711035267349,0.514220705346985,0.41399416909621,0.0204081632653061,0.300291545189504,0.297376093294461,0.0262390670553936,0.970845481049563,0.0087463556851312,0.211764705882353,0.564705882352941,0.223529411764706,0,1596,0,0,0
273,04660,5,2018,Numminen,38.0,138.0,843.0,131.0,712.0,685.0,120.4,685.0,0.0,394.0,29.0,224.0,141.0,47937.0,2.7,45.2,821.0,0.275258552108194,0.555290373906126,25473.7780429594,0.16945107398568,0.221841052029731,0.158376214979989,0.0851915380217267,0.467124070897656,0.043453401943968,0.489422527158376,0.394736842105263,0.0154798761609907,0.277089783281734,0.342105263157895,0.021671826625387,0.939628482972136,0.0402476780185759,0.272445820433437,0.571207430340557,0.156346749226006,0,1662,0,0,0
274,07850,5,2018,Heikinkylä,47.0,24.0,172.0,17.0,155.0,141.0,111.4,141.0,0.0,44.0,25.0,3.0,16.0,36421.0,2.3,48.3,138.0,0.196078431372549,0.505882352941176,21986.0392156863,0.298039215686275,0.15112540192926,0.311897106109325,0.0482315112540193,0.401929260450161,0.0610932475884244,0.536977491961415,0.351145038167939,0.0229007633587786,0.450381679389313,0.229007633587786,0.0381679389312977,0.923664122137405,0.0458015267175573,0.152671755725191,0.603053435114504,0.244274809160305,0,1160,0,0,0
275,04680,5,2018,Hirvihaara,38.0,44.0,364.0,74.0,290.0,272.0,117.2,271.0,1.0,244.0,12.0,80.0,152.0,45201.0,2.6,44.8,328.0,0.269473684210526,0.572631578947368,25175.1831578947,0.157894736842105,0.231354642313546,0.182648401826484,0.0624048706240487,0.449010654490107,0.0502283105022831,0.50076103500761,0.399209486166008,0.0158102766798419,0.276679841897233,0.328063241106719,0.0237154150197628,0.956521739130435,0.0237154150197628,0.258964143426295,0.561752988047809,0.179282868525896,0,1617,0,0,0
276,04740,5,2018,Sälinkää,42.0,283.0,629.0,83.0,546.0,510.0,114.8,506.0,4.0,166.0,36.0,54.0,76.0,39646.0,2.5,45.5,579.0,0.206401766004415,0.582781456953642,22266.4415011038,0.210816777041943,0.206151288445553,0.235245220282627,0.0540315876974231,0.428927680798005,0.0507065669160432,0.520365752285952,0.360587002096436,0.0146750524109015,0.362683438155136,0.289308176100629,0.0188679245283019,0.960167714884696,0.0251572327044025,0.180873180873181,0.613305613305613,0.205821205821206,0,1598,0,0,0
277,04770,5,2018,Sahakylä,41.0,40.0,121.0,12.0,109.0,101.0,110.7,101.0,0.0,41.0,31.0,3.0,7.0,38254.0,2.4,45.0,94.0,0.177914110429448,0.56441717791411,21611.0981595092,0.257668711656442,0.214953271028037,0.219626168224299,0.0420560747663551,0.448598130841121,0.0373831775700935,0.514018691588785,0.423529411764706,0.0235294117647059,0.305882352941176,0.282352941176471,0.0235294117647059,0.894117647058824,0.0352941176470588,0.186046511627907,0.569767441860465,0.244186046511628,0,1532,0,0,0
278,07870,5,2018,Skinnarby,44.0,65.0,279.0,31.0,248.0,218.0,104.3,218.0,0.0,68.0,31.0,20.0,17.0,38319.0,2.3,45.5,212.0,0.184986595174263,0.549597855227882,22914.1126005362,0.265415549597855,0.156182212581345,0.238611713665944,0.0585683297180043,0.442516268980477,0.0672451193058568,0.490238611713666,0.465968586387435,0.0261780104712042,0.329842931937173,0.225130890052356,0.0523560209424084,0.93717277486911,0.0366492146596859,0.195,0.585,0.22,0,1168,0,0,0
279,04820,5,2018,Kaukalampi,38.0,23.0,142.0,12.0,130.0,122.0,116.6,122.0,0.0,44.0,14.0,17.0,13.0,50082.0,2.6,45.7,142.0,0.323008849557522,0.469026548672566,29041.5663716814,0.207964601769911,0.225913621262458,0.182724252491694,0.0398671096345515,0.501661129568106,0.0232558139534884,0.475083056478405,0.408695652173913,0.0173913043478261,0.260869565217391,0.339130434782609,0.00869565217391304,0.982608695652174,0.0,0.338983050847458,0.508474576271186,0.152542372881356,0,1589,0,0,0
280,04840,5,2018,Hautjärvi,45.0,135.0,158.0,24.0,134.0,119.0,101.8,119.0,0.0,35.0,13.0,1.0,21.0,43330.0,2.2,43.6,119.0,0.253521126760563,0.511737089201878,24548.8685446009,0.234741784037559,0.143939393939394,0.212121212121212,0.0946969696969697,0.465909090909091,0.0492424242424242,0.484848484848485,0.5,0.0181818181818182,0.309090909090909,0.209090909090909,0.0181818181818182,0.836363636363636,0.136363636363636,0.258928571428571,0.553571428571429,0.1875,0,1547,0,0,0
281,04920,5,2018,Saarentaus,40.0,30.0,188.0,38.0,150.0,157.0,105.5,157.0,0.0,174.0,6.0,11.0,157.0,41178.0,2.3,46.7,163.0,0.229007633587786,0.595419847328244,24661.9160305344,0.175572519083969,0.197674418604651,0.186046511627907,0.061046511627907,0.459302325581395,0.0581395348837209,0.482558139534884,0.438356164383562,0.0342465753424658,0.301369863013699,0.273972602739726,0.0273972602739726,0.863013698630137,0.116438356164384,0.2,0.675862068965517,0.124137931034483,0,1618,0,0,0
282,04940,5,2018,Levanto,41.0,91.0,164.0,29.0,135.0,127.0,115.7,121.0,6.0,31.0,9.0,12.0,10.0,43424.0,2.5,46.2,153.0,0.197309417040359,0.57847533632287,23202.9641255605,0.224215246636771,0.226666666666667,0.24,0.0566666666666667,0.4,0.0566666666666667,0.543333333333333,0.39344262295082,0.0245901639344262,0.344262295081967,0.270491803278689,0.0655737704918033,0.901639344262295,0.0573770491803279,0.208333333333333,0.55,0.241666666666667,0,1627,0,0,0
283,05200,5,2018,Rajamäki,38.0,87.0,2049.0,255.0,1794.0,2895.0,93.6,2231.0,664.0,1995.0,30.0,856.0,1109.0,42645.0,2.4,38.8,3360.0,0.283945522080066,0.577796120511762,25977.3660751135,0.138258357408172,0.238801542568971,0.176060516167309,0.0674873924651439,0.440967072085435,0.0492435479086325,0.509789380005933,0.417146974063401,0.0230547550432277,0.261527377521614,0.326368876080692,0.0482708933717579,0.763328530259366,0.219020172910663,0.242435289828655,0.61720743711265,0.140357273058695,2,1855,1,0,0
284,05250,5,2018,Kiljava,42.0,16.0,79.0,11.0,68.0,87.0,98.2,74.0,13.0,122.0,3.0,2.0,117.0,41086.0,2.3,43.8,97.0,0.162337662337662,0.675324675324675,23076.7012987013,0.162337662337662,0.171875,0.203125,0.0625,0.515625,0.0260416666666667,0.458333333333333,0.467532467532468,0.0,0.272727272727273,0.25974025974026,0.025974025974026,0.727272727272727,0.272727272727273,0.192307692307692,0.67948717948718,0.128205128205128,0,1430,0,0,1
285,05400,5,2018,Jokela,39.0,16.0,2026.0,200.0,1826.0,2858.0,92.3,2105.0,753.0,795.0,32.0,171.0,592.0,43204.0,2.4,38.9,3304.0,0.296535893155259,0.556761268781302,26294.907345576,0.146702838063439,0.215277777777778,0.180246913580247,0.0759259259259259,0.458024691358025,0.0478395061728395,0.494135802469136,0.426475980931426,0.0304363769710304,0.261826182618262,0.316831683168317,0.0495049504950495,0.765309864319765,0.221855518885222,0.247949291573453,0.6055182699478,0.146532438478747,2,1902,1,0,0
286,05430,5,2018,Nuppulinna,40.0,33.0,487.0,59.0,428.0,434.0,110.3,434.0,0.0,118.0,12.0,73.0,33.0,49474.0,2.6,44.3,524.0,0.281053952321205,0.560853199498118,27114.2233375157,0.158092848180678,0.194656488549618,0.191793893129771,0.0687022900763359,0.473282442748092,0.0477099236641221,0.479007633587786,0.395989974937343,0.0200501253132832,0.293233082706767,0.315789473684211,0.0025062656641604,0.962406015037594,0.0100250626566416,0.327586206896552,0.566502463054187,0.105911330049261,0,1546,0,0,0
287,05450,5,2018,Nukari,39.0,34.0,504.0,67.0,437.0,434.0,119.6,434.0,0.0,187.0,28.0,41.0,118.0,47821.0,2.7,45.7,531.0,0.306633291614518,0.501877346683354,26110.3842302879,0.191489361702128,0.231607629427793,0.175295186194369,0.0744777475022707,0.447774750227066,0.0426884650317893,0.509536784741144,0.391089108910891,0.0198019801980198,0.264851485148515,0.353960396039604,0.0272277227722772,0.952970297029703,0.0222772277227723,0.270471464019851,0.570719602977667,0.158808933002481,0,1474,0,0,0
288,05460,5,2018,Hakalanmäki-Hakala,41.0,0.0,794.0,109.0,685.0,1596.0,83.5,1042.0,554.0,1506.0,2.0,330.0,1174.0,37065.0,2.1,39.8,1684.0,0.220152091254753,0.636121673003802,24166.9988593156,0.143726235741445,0.181050090525045,0.209716354858177,0.0525045262522631,0.463789981894991,0.06004828002414,0.476161738080869,0.49293059125964,0.0404884318766067,0.25706940874036,0.253213367609255,0.0758354755784062,0.702442159383033,0.292416452442159,0.208360128617363,0.641800643086817,0.14983922829582,0,1763,0,0,0
289,05470,5,2018,Palopuro,42.0,7.0,155.0,5.0,150.0,153.0,98.8,153.0,0.0,46.0,6.0,14.0,26.0,43911.0,2.4,42.0,153.0,0.222222222222222,0.567460317460317,23800.2261904762,0.21031746031746,0.176470588235294,0.21671826625387,0.0681114551083591,0.436532507739938,0.0773993808049536,0.486068111455108,0.392592592592593,0.0296296296296296,0.340740740740741,0.274074074074074,0.0222222222222222,0.955555555555556,0.0222222222222222,0.276923076923077,0.515384615384615,0.207692307692308,0,1450,0,0,0
290,05510,5,2018,Päivärinta,43.0,34.0,199.0,20.0,179.0,270.0,79.8,219.0,51.0,86.0,4.0,30.0,52.0,35244.0,2.1,41.4,223.0,0.213333333333333,0.594666666666667,24247.1093333333,0.192,0.148471615720524,0.224890829694323,0.0655021834061135,0.456331877729258,0.0807860262008734,0.462882096069869,0.556561085972851,0.0316742081447964,0.253393665158371,0.194570135746606,0.085972850678733,0.619909502262443,0.357466063348416,0.22972972972973,0.558558558558559,0.211711711711712,0,1406,0,0,0
291,05620,5,2018,Noppo,38.0,90.0,525.0,62.0,463.0,509.0,109.3,509.0,0.0,376.0,6.0,61.0,309.0,51588.0,2.7,40.6,656.0,0.320618556701031,0.54020618556701,27215.1154639175,0.139175257731959,0.227272727272727,0.137853949329359,0.0707898658718331,0.490312965722802,0.0417287630402385,0.46795827123696,0.42479674796748,0.040650406504065,0.231707317073171,0.349593495934959,0.024390243902439,0.928861788617886,0.0487804878048781,0.339468302658487,0.568507157464213,0.0920245398773006,0,1481,0,0,0
292,05720,5,2018,Kytäjä,39.0,47.0,264.0,20.0,244.0,250.0,130.0,245.0,5.0,110.0,19.0,47.0,44.0,47499.0,2.6,51.3,279.0,0.316425120772947,0.5,28315.8019323672,0.183574879227053,0.22841726618705,0.160071942446043,0.052158273381295,0.47841726618705,0.0575539568345324,0.464028776978417,0.422018348623853,0.0229357798165138,0.26605504587156,0.321100917431193,0.0275229357798165,0.871559633027523,0.0917431192660551,0.349056603773585,0.476415094339623,0.174528301886792,0,1299,0,0,0
293,05820,5,2018,Mustamännistö,39.0,13.0,1553.0,126.0,1427.0,2514.0,84.1,1679.0,835.0,756.0,16.0,376.0,364.0,36705.0,2.3,37.9,2526.0,0.24197218710493,0.585082174462705,26207.7782553729,0.172945638432364,0.194540561322568,0.186851211072664,0.0809304113802384,0.443098808150711,0.0611303344867359,0.495770857362553,0.450197455024133,0.0372970601140851,0.258885476086003,0.296621325142606,0.0741553312856516,0.706011408512505,0.272049144361562,0.20704845814978,0.583700440528634,0.209251101321586,1,1731,0,0,0
294,15170,5,2018,Tenava-Tonttila,44.0,6.0,402.0,100.0,302.0,2314.0,67.4,348.0,1966.0,910.0,2.0,630.0,278.0,25343.0,1.8,38.7,1962.0,0.122043519394513,0.646799116997792,20303.3125197099,0.231157363607695,0.132963256674597,0.286280729579699,0.0729579698651864,0.355537932857521,0.117367168913561,0.527094898228919,0.498118532455315,0.0409219190968956,0.335371589840075,0.168391345249294,0.129350893697084,0.642991533396049,0.343838193791157,0.0979745642958078,0.551577955723033,0.350447479981159,0,1122,0,0,0
