,pono,pono.level,vuosi,nimi,he_kika,ra_ke,ra_raky,ra_muut,ra_asrak,ra_asunn,ra_as_kpa,ra_pt_as,ra_kt_as,tp_tyopy,tp_alku_a,tp_jalo_bf,tp_palv_gu,tr_mtu,te_takk,te_as_valj,he_naiset,hr_hy_tul,hr_ke_tul,hr_ovy,hr_pi_tul,pt_0_14,pt_elakel,pt_opisk,pt_tyoll,pt_tyott,pt_tyovu,te_aik,te_eil_np,te_elak,te_laps,te_nuor,te_omis_as,te_vuok_as,tr_hy_tul,tr_ke_tul,tr_pi_tul,rakennukset_bin,hinta,naiset_bin,yliopistot,amk
10,00180,5,2018,Kamppi - Ruoholahti,39.0,0.0,337.0,146.0,191.0,8673.0,59.3,80.0,8593.0,19136.0,6.0,1987.0,17143.0,35387.0,1.8,33.5,7086.0,0.334943780744905,0.484100491918482,29273.4059205903,0.180955727336613,0.115831876567607,0.155430569278711,0.0652124344455423,0.554609713460515,0.0584479744622634,0.386942312077221,0.648807143809143,0.0855657736905238,0.197787551646008,0.157403705184593,0.174063707850193,0.398640543782487,0.572837531654005,0.335387565050671,0.499589153656532,0.165023281292797,0,6557,2,0,0
11,00240,5,2018,Länsi-Pasila,42.0,0.0,203.0,89.0,114.0,2934.0,63.0,13.0,2921.0,11409.0,32.0,496.0,10881.0,33291.0,1.9,33.7,2797.0,0.232892079874355,0.587166255328696,24341.8570787525,0.179941664796949,0.111716621253406,0.231218372907746,0.0762942779291553,0.482094200077851,0.061891786687427,0.456014013234722,0.550110537951363,0.0862196020633751,0.296241709653648,0.155858511422255,0.079587324981577,0.42557111274871,0.558216654384672,0.252014652014652,0.571428571428571,0.176556776556777,0,4462,0,0,0
12,00310,5,2018,Kivihaka,41.0,0.0,35.0,11.0,24.0,604.0,50.9,13.0,591.0,1768.0,0.0,1024.0,744.0,28282.0,1.6,32.4,481.0,0.274111675126904,0.559644670050761,25292.288071066,0.166243654822335,0.108258928571429,0.190848214285714,0.0680803571428571,0.529017857142857,0.0613839285714286,0.409598214285714,0.640221402214022,0.0701107011070111,0.232472324723247,0.129151291512915,0.180811808118081,0.562730627306273,0.407749077490775,0.231884057971014,0.552536231884058,0.215579710144928,0,3844,0,0,0
13,00320,5,2018,Etelä-Haaga,40.0,0.0,400.0,50.0,350.0,6737.0,49.6,172.0,6565.0,1947.0,1.0,264.0,1682.0,28081.0,1.6,31.6,5624.0,0.276781555659059,0.55891942244993,25933.8056590592,0.164299021891011,0.104050997326753,0.193707587908698,0.0703269586674892,0.547398725066831,0.0524367674275139,0.400164507505655,0.688088024238558,0.0818051347472492,0.192951682347313,0.120395471216712,0.283048955509488,0.460373146228672,0.510125976718227,0.241723506904009,0.531192813175844,0.227083679920146,0,4754,1,0,1
14,00190,5,2018,Suomenlinna,37.0,0.0,114.0,58.0,56.0,411.0,70.5,87.0,324.0,445.0,0.0,31.0,414.0,42756.0,2.4,31.5,379.0,0.335051546391753,0.501718213058419,26804.1426116838,0.163230240549828,0.236111111111111,0.11489898989899,0.0681818181818182,0.477272727272727,0.0568181818181818,0.465909090909091,0.454838709677419,0.0354838709677419,0.196774193548387,0.358064516129032,0.0258064516129032,0.0354838709677419,0.961290322580645,0.31974921630094,0.573667711598746,0.106583072100313,0,4627,0,0,0
15,00270,5,2018,Pohjois-Meilahti,39.0,0.0,194.0,27.0,167.0,4872.0,53.0,68.0,4804.0,2054.0,2.0,15.0,2037.0,30425.0,1.7,31.2,4360.0,0.306416948111759,0.522566779244704,27338.605465152,0.171016272643537,0.125850340136054,0.16810570381999,0.0723443223443224,0.536106750392465,0.0629251700680272,0.400968079539508,0.65067264573991,0.0854260089686099,0.197982062780269,0.153139013452915,0.211434977578475,0.41390134529148,0.554260089686099,0.270707070707071,0.535353535353535,0.193939393939394,0,5595,1,0,0
16,00280,5,2018,Ruskeasuo,39.0,0.0,136.0,26.0,110.0,1790.0,55.8,39.0,1751.0,3699.0,3.0,974.0,2722.0,30736.0,1.7,31.5,1669.0,0.269877675840979,0.515672782874618,25901.8941131498,0.214449541284404,0.110333333333333,0.178333333333333,0.104333333333333,0.530666666666667,0.049,0.420333333333333,0.596754057428215,0.0930087390761548,0.247815230961298,0.157303370786517,0.17103620474407,0.495630461922597,0.48314606741573,0.25990099009901,0.531559405940594,0.208539603960396,0,5219,0,0,0
17,00200,5,2018,Lauttasaari,40.0,5.0,581.0,51.0,530.0,9217.0,60.2,486.0,8731.0,2259.0,11.0,147.0,2101.0,35487.0,1.8,33.6,8241.0,0.380326310787264,0.463329637256455,32093.6554728338,0.156344051956281,0.137323235708062,0.188526238187789,0.0612559479927619,0.531130621272033,0.0461765297232089,0.422692849004758,0.588263301987859,0.0880847518152601,0.242947268182359,0.172717533626949,0.173669801214141,0.556957505058922,0.408046661111772,0.369487056567593,0.466083413231064,0.164429530201342,0,5209,2,0,0
18,00290,5,2018,Meilahden sairaala-alue,42.0,0.0,35.0,30.0,5.0,113.0,64.4,0.0,113.0,10191.0,0.0,307.0,9884.0,34124.0,1.6,39.8,100.0,0.370629370629371,0.496503496503497,38042.8601398601,0.132867132867133,0.105590062111801,0.192546583850932,0.0248447204968944,0.546583850931677,0.0496894409937888,0.403726708074534,0.676470588235294,0.0588235294117647,0.205882352941176,0.117647058823529,0.186274509803922,0.362745098039216,0.637254901960784,0.411764705882353,0.470588235294118,0.117647058823529,0,3851,0,1,0
19,00210,5,2018,Vattuniemi,42.0,0.0,236.0,95.0,141.0,4572.0,71.0,41.0,4531.0,4604.0,0.0,344.0,4260.0,45606.0,1.9,37.2,4330.0,0.465406840543495,0.417304388567859,38964.4640012494,0.117288770888646,0.152007275561907,0.23463687150838,0.0458620241652592,0.499155515135767,0.0379368585163051,0.462907626347928,0.493209435310936,0.0712413628782464,0.302120562306409,0.207767452942578,0.0991184179175602,0.684298308315463,0.289969025494401,0.491929476036752,0.404271169605165,0.103799354358083,0,5319,1,0,0
20,00220,5,2018,Jätkäsaari,32.0,0.0,52.0,22.0,30.0,2239.0,56.2,0.0,2239.0,870.0,0.0,76.0,794.0,36215.0,1.9,29.5,1940.0,0.303901437371663,0.476796714579055,26646.8624229979,0.219301848049281,0.152501713502399,0.0767649074708705,0.120630568882796,0.568197395476354,0.0483207676490747,0.383481836874572,0.715317173800928,0.165033522434244,0.0954100051572976,0.191851469829809,0.259927797833935,0.231562661165549,0.75812274368231,0.299867021276596,0.487367021276596,0.212765957446809,0,5004,0,0,0
21,00230,5,2018,Ilmala,45.27913758983439,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2335.0,0.0,49.0,2286.0,33367.25442043222,2.1922488247512844,44.641128238766825,478.87855431725865,0.16456636959861534,0.583811516384279,21531.931636322195,0.25162211401710877,0.1530400176593158,0.29956704323367156,0.0621335595932168,0.39757042103408863,0.06123465550068461,0.5457017993296064,0.41832476986085904,0.022907747237295363,0.37531795516811783,0.2157100307074082,0.043641638437155295,0.8354987199288527,0.13108565357687646,0.16076313450256263,0.5678796778059036,0.27135718769153616,0,0,0,0,0
22,00250,5,2018,Taka-Töölö,39.0,0.0,411.0,130.0,281.0,7762.0,53.7,71.0,7691.0,7721.0,23.0,136.0,7562.0,32065.0,1.6,33.4,6216.0,0.340760157273919,0.487851597943341,29098.3728198407,0.17138824478274,0.0904413755754129,0.171495622348587,0.0665222493004784,0.583807202816139,0.0514486867045762,0.364744110479285,0.689447383891828,0.0978835978835979,0.197530864197531,0.116402116402116,0.243680188124633,0.455614344503233,0.505731922398589,0.330713332344654,0.481388106184191,0.187898561471155,0,5830,2,0,0
23,00260,5,2018,Keski-Töölö,44.0,0.0,141.0,49.0,92.0,3641.0,63.0,0.0,3641.0,6964.0,11.0,14.0,6938.0,35981.0,1.7,38.8,2938.0,0.37556283258289,0.465411379451494,34199.2986082685,0.159025787965616,0.0885282183696053,0.252305422353375,0.0571744743637034,0.50479527849502,0.0468461822205828,0.448358539284397,0.589406099518459,0.0741573033707865,0.303049759229535,0.109791332263242,0.175922953451043,0.48346709470305,0.478330658105939,0.399352750809061,0.42588996763754,0.174757281553398,0,6075,1,0,0
